entry,at,order
"""Nate Higgers @ s9p1qZMXYl"" collected 100 from pot",2025-12-09T03:57:49.411Z,176525266941101
"Uncalled bet of 50 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:57:49.411Z,176525266941100
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:57:48.595Z,176525266859500
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:57:47.537Z,176525266753705
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:57:47.537Z,176525266753704
"Your hand is 4♦, 5♣",2025-12-09T03:57:47.537Z,176525266753703
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3750) | #2 ""Nate Higgers @ s9p1qZMXYl"" (16250)",2025-12-09T03:57:47.537Z,176525266753701
"-- starting hand #61 (id: euyiqyb7padi)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:57:47.537Z,176525266753700
"""failing235 @ -b3KrGCTsz"" shows a 9♣.",2025-12-09T03:57:44.003Z,176525266400300
"Undealt cards:  [Q♣, A♠, 6♣, 4♠, A♣]",2025-12-09T03:57:41.825Z,176525266182500
"-- ending hand #60 --",2025-12-09T03:57:40.839Z,176525266083902
"""failing235 @ -b3KrGCTsz"" collected 100 from pot",2025-12-09T03:57:40.839Z,176525266083901
"Uncalled bet of 50 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:57:40.839Z,176525266083900
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:57:40.020Z,176525266002000
"""failing235 @ -b3KrGCTsz"" posts a big blind of 100",2025-12-09T03:57:36.722Z,176525265672205
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 50",2025-12-09T03:57:36.722Z,176525265672204
"Your hand is 7♦, 3♥",2025-12-09T03:57:36.722Z,176525265672203
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3700) | #2 ""Nate Higgers @ s9p1qZMXYl"" (16300)",2025-12-09T03:57:36.722Z,176525265672201
"-- starting hand #60 (id: kxtwidjhe0hy)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:57:36.722Z,176525265672200
"-- ending hand #59 --",2025-12-09T03:57:30.718Z,176525265071802
"""Nate Higgers @ s9p1qZMXYl"" collected 1200 from pot with Two Pair, 10's & 2's (combination: 10♥, 10♣, 2♣, 2♠, A♠)",2025-12-09T03:57:30.718Z,176525265071801
"""Nate Higgers @ s9p1qZMXYl"" shows a 7♥, 10♥.",2025-12-09T03:57:30.718Z,176525265071800
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:57:29.839Z,176525264983900
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:57:28.736Z,176525264873600
"River: 10♣, A♠, 2♣, 6♦ [2♠]",2025-12-09T03:57:22.344Z,176525264234400
"""failing235 @ -b3KrGCTsz"" calls 300",2025-12-09T03:57:21.533Z,176525264153300
"""Nate Higgers @ s9p1qZMXYl"" bets 300",2025-12-09T03:57:20.569Z,176525264056900
"Turn: 10♣, A♠, 2♣ [6♦]",2025-12-09T03:57:16.711Z,176525263671100
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:57:15.870Z,176525263587000
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:57:14.709Z,176525263470900
"Flop:  [10♣, A♠, 2♣]",2025-12-09T03:57:11.506Z,176525263150600
"""Nate Higgers @ s9p1qZMXYl"" calls 300",2025-12-09T03:57:10.654Z,176525263065400
"""failing235 @ -b3KrGCTsz"" raises to 300",2025-12-09T03:57:09.339Z,176525262933900
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:57:06.704Z,176525262670405
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:57:06.704Z,176525262670404
"Your hand is 7♥, 10♥",2025-12-09T03:57:06.704Z,176525262670403
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4300) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15700)",2025-12-09T03:57:06.704Z,176525262670401
"-- starting hand #59 (id: jut9onxlxcqb)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:57:06.704Z,176525262670400
"""Nate Higgers @ s9p1qZMXYl"" shows a K♠.",2025-12-09T03:57:01.980Z,176525262198000
"""failing235 @ -b3KrGCTsz"" shows a 9♠.",2025-12-09T03:57:01.766Z,176525262176600
"Undealt cards: J♦, 2♠, 3♦ [9♣, 7♥]",2025-12-09T03:57:00.185Z,176525262018500
"-- ending hand #58 --",2025-12-09T03:56:59.385Z,176525261938502
"""Nate Higgers @ s9p1qZMXYl"" collected 200 from pot",2025-12-09T03:56:59.385Z,176525261938501
"Uncalled bet of 100 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:56:59.385Z,176525261938500
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:56:58.582Z,176525261858200
"""Nate Higgers @ s9p1qZMXYl"" bets 100",2025-12-09T03:56:53.605Z,176525261360500
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:56:50.041Z,176525261004100
"Flop:  [J♦, 2♠, 3♦]",2025-12-09T03:56:47.971Z,176525260797100
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:56:47.157Z,176525260715700
"""Nate Higgers @ s9p1qZMXYl"" calls 100",2025-12-09T03:56:45.539Z,176525260553900
"""failing235 @ -b3KrGCTsz"" posts a big blind of 100",2025-12-09T03:56:41.516Z,176525260151605
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 50",2025-12-09T03:56:41.516Z,176525260151604
"Your hand is 2♦, K♠",2025-12-09T03:56:41.516Z,176525260151603
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4400) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15600)",2025-12-09T03:56:41.516Z,176525260151601
"-- starting hand #58 (id: pzwq2djfwgya)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:56:41.516Z,176525260151600
"""failing235 @ -b3KrGCTsz"" shows a 7♠.",2025-12-09T03:56:37.697Z,176525259769700
"""failing235 @ -b3KrGCTsz"" shows a 6♦.",2025-12-09T03:56:37.670Z,176525259767000
"-- ending hand #57 --",2025-12-09T03:56:34.962Z,176525259496202
"""Nate Higgers @ s9p1qZMXYl"" collected 200 from pot with Pair, K's (combination: K♣, K♠, Q♥, 10♦, 8♣)",2025-12-09T03:56:34.962Z,176525259496201
"""Nate Higgers @ s9p1qZMXYl"" shows a 2♣, 10♦.",2025-12-09T03:56:34.962Z,176525259496200
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:56:34.127Z,176525259412700
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:56:29.970Z,176525258997000
"River: 8♣, K♣, K♠, Q♥ [5♠]",2025-12-09T03:56:28.624Z,176525258862400
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:56:27.769Z,176525258776900
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:56:26.901Z,176525258690100
"Turn: 8♣, K♣, K♠ [Q♥]",2025-12-09T03:56:24.901Z,176525258490100
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:56:24.081Z,176525258408100
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:56:23.164Z,176525258316400
"Flop:  [8♣, K♣, K♠]",2025-12-09T03:56:21.351Z,176525258135100
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:56:20.537Z,176525258053700
"""failing235 @ -b3KrGCTsz"" calls 100",2025-12-09T03:56:18.893Z,176525257889300
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:56:16.616Z,176525257661605
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:56:16.616Z,176525257661604
"Your hand is 2♣, 10♦",2025-12-09T03:56:16.616Z,176525257661603
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4500) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15500)",2025-12-09T03:56:16.616Z,176525257661601
"-- starting hand #57 (id: fdbmlpxo4p1o)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:56:16.616Z,176525257661600
"-- ending hand #56 --",2025-12-09T03:56:13.688Z,176525257368801
"""failing235 @ -b3KrGCTsz"" collected 600 from pot",2025-12-09T03:56:13.688Z,176525257368800
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:56:12.866Z,176525257286600
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:56:07.898Z,176525256789800
"River: 10♠, 4♦, 9♦, 4♠ [9♥]",2025-12-09T03:56:06.738Z,176525256673800
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:56:05.918Z,176525256591800
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:56:04.938Z,176525256493800
"Turn: 10♠, 4♦, 9♦ [4♠]",2025-12-09T03:56:03.682Z,176525256368200
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:56:02.865Z,176525256286500
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:56:01.891Z,176525256189100
"Flop:  [10♠, 4♦, 9♦]",2025-12-09T03:56:00.307Z,176525256030700
"""failing235 @ -b3KrGCTsz"" calls 300",2025-12-09T03:55:59.453Z,176525255945300
"""Nate Higgers @ s9p1qZMXYl"" raises to 300",2025-12-09T03:55:57.674Z,176525255767400
"""failing235 @ -b3KrGCTsz"" posts a big blind of 100",2025-12-09T03:55:54.713Z,176525255471305
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 50",2025-12-09T03:55:54.713Z,176525255471304
"Your hand is 5♦, 2♠",2025-12-09T03:55:54.713Z,176525255471303
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4200) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15800)",2025-12-09T03:55:54.713Z,176525255471301
"-- starting hand #56 (id: so0xbqbhlte0)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:55:54.713Z,176525255471300
"""failing235 @ -b3KrGCTsz"" shows a 10♣.",2025-12-09T03:55:51.971Z,176525255197100
"""Nate Higgers @ s9p1qZMXYl"" shows a 3♣.",2025-12-09T03:55:51.815Z,176525255181500
"-- ending hand #55 --",2025-12-09T03:55:50.401Z,176525255040102
"""Nate Higgers @ s9p1qZMXYl"" collected 1000 from pot",2025-12-09T03:55:50.401Z,176525255040101
"Uncalled bet of 800 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:55:50.401Z,176525255040100
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:55:49.593Z,176525254959300
"""Nate Higgers @ s9p1qZMXYl"" bets 800",2025-12-09T03:55:48.460Z,176525254846000
"River: 9♥, 3♠, A♥, K♣ [9♠]",2025-12-09T03:55:42.889Z,176525254288900
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:55:42.081Z,176525254208100
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:55:41.165Z,176525254116500
"Turn: 9♥, 3♠, A♥ [K♣]",2025-12-09T03:55:38.089Z,176525253808900
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:55:37.267Z,176525253726700
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:55:36.148Z,176525253614800
"Flop:  [9♥, 3♠, A♥]",2025-12-09T03:55:33.640Z,176525253364000
"""failing235 @ -b3KrGCTsz"" calls 500",2025-12-09T03:55:32.831Z,176525253283100
"""Nate Higgers @ s9p1qZMXYl"" raises to 500",2025-12-09T03:55:31.926Z,176525253192600
"""failing235 @ -b3KrGCTsz"" calls 100",2025-12-09T03:55:28.549Z,176525252854900
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:55:27.300Z,176525252730005
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:55:27.300Z,176525252730004
"Your hand is 3♣, A♠",2025-12-09T03:55:27.300Z,176525252730003
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4700) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15300)",2025-12-09T03:55:27.300Z,176525252730001
"-- starting hand #55 (id: x3htj6cfcpfr)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:55:27.300Z,176525252730000
"""Nate Higgers @ s9p1qZMXYl"" shows a 7♦.",2025-12-09T03:55:24.619Z,176525252461900
"""failing235 @ -b3KrGCTsz"" shows a 6♣.",2025-12-09T03:55:21.928Z,176525252192800
"Undealt cards:  [Q♣, 10♣, 7♥, 4♣, J♣]",2025-12-09T03:55:20.620Z,176525252062000
"-- ending hand #54 --",2025-12-09T03:55:19.968Z,176525251996802
"""Nate Higgers @ s9p1qZMXYl"" collected 200 from pot",2025-12-09T03:55:19.968Z,176525251996801
"Uncalled bet of 200 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:55:19.968Z,176525251996800
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:55:19.096Z,176525251909600
"""Nate Higgers @ s9p1qZMXYl"" raises to 300",2025-12-09T03:55:17.904Z,176525251790400
"""failing235 @ -b3KrGCTsz"" posts a big blind of 100",2025-12-09T03:55:14.622Z,176525251462205
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 50",2025-12-09T03:55:14.622Z,176525251462204
"Your hand is A♠, 7♦",2025-12-09T03:55:14.622Z,176525251462203
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4800) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15200)",2025-12-09T03:55:14.622Z,176525251462201
"-- starting hand #54 (id: lv9dojqrzv9k)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:55:14.622Z,176525251462200
"-- ending hand #53 --",2025-12-09T03:55:06.621Z,176525250662102
"""failing235 @ -b3KrGCTsz"" collected 4800 from pot with Flush, Kh High on the second run  (combination: K♥, J♥, 10♥, 9♥, 4♥)",2025-12-09T03:55:06.621Z,176525250662101
"""Nate Higgers @ s9p1qZMXYl"" collected 4800 from pot with Pair, K's (combination: K♦, K♠, A♣, 10♦, 6♥)",2025-12-09T03:55:06.621Z,176525250662100
"River (second run): 2♠, K♥, 9♥, K♣ [4♥]",2025-12-09T03:55:02.599Z,176525250259900
"Turn (second run): 2♠, K♥, 9♥ [K♣]",2025-12-09T03:54:58.552Z,176525249855200
"Flop (second run):  [2♠, K♥, 9♥]",2025-12-09T03:54:54.548Z,176525249454800
"River: K♠, 6♥, 10♦, 4♦ [2♥]",2025-12-09T03:54:50.543Z,176525249054300
"Turn: K♠, 6♥, 10♦ [4♦]",2025-12-09T03:54:46.505Z,176525248650500
"Flop:  [K♠, 6♥, 10♦]",2025-12-09T03:54:42.500Z,176525248250000
"""Nate Higgers @ s9p1qZMXYl"" shows a A♣, K♦.",2025-12-09T03:54:38.497Z,176525247849701
"""failing235 @ -b3KrGCTsz"" shows a 10♥, J♥.",2025-12-09T03:54:38.497Z,176525247849700
"All players in hand choose to run it twice.",2025-12-09T03:54:37.642Z,176525247764201
"""Nate Higgers @ s9p1qZMXYl"" chooses to  run it twice.",2025-12-09T03:54:37.642Z,176525247764200
"""failing235 @ -b3KrGCTsz"" chooses to  run it twice.",2025-12-09T03:54:37.461Z,176525247746100
"Remaining players decide whether to run it twice.",2025-12-09T03:54:36.109Z,176525247610901
"""Nate Higgers @ s9p1qZMXYl"" calls 4800",2025-12-09T03:54:36.109Z,176525247610900
"""failing235 @ -b3KrGCTsz"" raises to 4800 and go all in",2025-12-09T03:54:34.676Z,176525247467600
"""Nate Higgers @ s9p1qZMXYl"" raises to 800",2025-12-09T03:54:31.773Z,176525247177300
"""failing235 @ -b3KrGCTsz"" raises to 350",2025-12-09T03:54:25.645Z,176525246564500
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:54:22.720Z,176525246272005
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:54:22.720Z,176525246272004
"Your hand is A♣, K♦",2025-12-09T03:54:22.720Z,176525246272003
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4800) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15200)",2025-12-09T03:54:22.720Z,176525246272001
"-- starting hand #53 (id: njgzfl77qvdx)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:54:22.720Z,176525246272000
"""Nate Higgers @ s9p1qZMXYl"" shows a 10♠.",2025-12-09T03:54:19.846Z,176525245984600
"""failing235 @ -b3KrGCTsz"" shows a 2♦, 2♣.",2025-12-09T03:54:17.094Z,176525245709400
"Undealt cards:  [9♣, 3♦, 3♥, 10♣, J♥]",2025-12-09T03:54:16.625Z,176525245662500
"-- ending hand #52 --",2025-12-09T03:54:15.394Z,176525245539402
"""failing235 @ -b3KrGCTsz"" collected 100 from pot",2025-12-09T03:54:15.394Z,176525245539401
"Uncalled bet of 50 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:54:15.394Z,176525245539400
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:54:14.542Z,176525245454200
"""failing235 @ -b3KrGCTsz"" posts a big blind of 100",2025-12-09T03:54:12.993Z,176525245299305
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 50",2025-12-09T03:54:12.993Z,176525245299304
"Your hand is 7♦, 10♠",2025-12-09T03:54:12.993Z,176525245299303
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4750) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15250)",2025-12-09T03:54:12.993Z,176525245299301
"-- starting hand #52 (id: uh2mdr1zbpqf)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:54:12.993Z,176525245299300
"""Nate Higgers @ s9p1qZMXYl"" shows a 2♥.",2025-12-09T03:54:10.998Z,176525245099800
"""failing235 @ -b3KrGCTsz"" shows a 2♣.",2025-12-09T03:54:09.133Z,176525244913300
"Undealt cards: 10♦, 5♦, 4♠ [3♠, J♠]",2025-12-09T03:54:06.149Z,176525244614900
"-- ending hand #51 --",2025-12-09T03:54:05.671Z,176525244567102
"""failing235 @ -b3KrGCTsz"" collected 1000 from pot",2025-12-09T03:54:05.671Z,176525244567101
"Uncalled bet of 500 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:54:05.671Z,176525244567100
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:54:04.854Z,176525244485400
"""failing235 @ -b3KrGCTsz"" bets 500",2025-12-09T03:53:56.903Z,176525243690300
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:53:54.290Z,176525243429000
"Flop:  [10♦, 5♦, 4♠]",2025-12-09T03:53:51.804Z,176525243180400
"""failing235 @ -b3KrGCTsz"" calls 500",2025-12-09T03:53:50.987Z,176525243098700
"""Nate Higgers @ s9p1qZMXYl"" raises to 500",2025-12-09T03:53:50.056Z,176525243005600
"""failing235 @ -b3KrGCTsz"" calls 100",2025-12-09T03:53:45.991Z,176525242599100
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:53:43.795Z,176525242379505
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:53:43.795Z,176525242379504
"Your hand is 2♥, K♣",2025-12-09T03:53:43.795Z,176525242379503
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4250) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15750)",2025-12-09T03:53:43.795Z,176525242379501
"-- starting hand #51 (id: aeb81f4imflw)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:53:43.795Z,176525242379500
"""Nate Higgers @ s9p1qZMXYl"" shows a 7♦.",2025-12-09T03:53:40.955Z,176525242095500
"Undealt cards:  [7♥, 5♠, A♠, 7♠, 5♦]",2025-12-09T03:53:39.215Z,176525241921500
"-- ending hand #50 --",2025-12-09T03:53:37.131Z,176525241713102
"""failing235 @ -b3KrGCTsz"" collected 200 from pot",2025-12-09T03:53:37.131Z,176525241713101
"Uncalled bet of 900 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:53:37.131Z,176525241713100
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:53:36.288Z,176525241628800
"""failing235 @ -b3KrGCTsz"" raises to 1000",2025-12-09T03:53:34.004Z,176525241400400
"""Nate Higgers @ s9p1qZMXYl"" calls 100",2025-12-09T03:53:31.520Z,176525241152000
"""failing235 @ -b3KrGCTsz"" posts a big blind of 100",2025-12-09T03:53:28.637Z,176525240863705
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 50",2025-12-09T03:53:28.637Z,176525240863704
"Your hand is 7♦, J♠",2025-12-09T03:53:28.637Z,176525240863703
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4150) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15850)",2025-12-09T03:53:28.637Z,176525240863701
"-- starting hand #50 (id: gjqez4b7kcgk)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:53:28.637Z,176525240863700
"Undealt cards: 6♥, 9♣, 2♦, 3♥ [2♠]",2025-12-09T03:53:24.172Z,176525240417200
"-- ending hand #49 --",2025-12-09T03:53:22.723Z,176525240272302
"""Nate Higgers @ s9p1qZMXYl"" collected 600 from pot",2025-12-09T03:53:22.723Z,176525240272301
"Uncalled bet of 300 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:53:22.723Z,176525240272300
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:53:21.871Z,176525240187100
"""Nate Higgers @ s9p1qZMXYl"" bets 300",2025-12-09T03:53:20.987Z,176525240098700
"Turn: 6♥, 9♣, 2♦ [3♥]",2025-12-09T03:53:17.857Z,176525239785700
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:53:17.035Z,176525239703500
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:53:16.105Z,176525239610500
"Flop:  [6♥, 9♣, 2♦]",2025-12-09T03:53:14.114Z,176525239411400
"""Nate Higgers @ s9p1qZMXYl"" calls 300",2025-12-09T03:53:13.274Z,176525239327400
"""failing235 @ -b3KrGCTsz"" raises to 300",2025-12-09T03:53:12.037Z,176525239203700
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:53:09.027Z,176525238902705
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:53:09.027Z,176525238902704
"Your hand is 9♠, 8♦",2025-12-09T03:53:09.027Z,176525238902703
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4450) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15550)",2025-12-09T03:53:09.027Z,176525238902701
"-- starting hand #49 (id: amvgbky0wocx)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:53:09.027Z,176525238902700
"Undealt cards: 7♣, 3♠, 3♦, 7♠ [4♣]",2025-12-09T03:53:08.010Z,176525238801000
"-- ending hand #48 --",2025-12-09T03:53:03.099Z,176525238309902
"""failing235 @ -b3KrGCTsz"" collected 200 from pot",2025-12-09T03:53:03.099Z,176525238309901
"Uncalled bet of 150 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:53:03.099Z,176525238309900
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:53:02.290Z,176525238229000
"""failing235 @ -b3KrGCTsz"" bets 150",2025-12-09T03:53:00.935Z,176525238093500
"Turn: 7♣, 3♠, 3♦ [7♠]",2025-12-09T03:52:57.913Z,176525237791300
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:52:57.090Z,176525237709000
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:52:56.163Z,176525237616300
"Flop:  [7♣, 3♠, 3♦]",2025-12-09T03:52:53.912Z,176525237391200
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:52:53.079Z,176525237307900
"""Nate Higgers @ s9p1qZMXYl"" calls 100",2025-12-09T03:52:51.466Z,176525237146600
"""failing235 @ -b3KrGCTsz"" posts a big blind of 100",2025-12-09T03:52:48.910Z,176525236891005
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 50",2025-12-09T03:52:48.910Z,176525236891004
"Your hand is Q♠, 8♦",2025-12-09T03:52:48.910Z,176525236891003
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4350) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15650)",2025-12-09T03:52:48.910Z,176525236891001
"-- starting hand #48 (id: r4cqbtl7q1hz)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:52:48.910Z,176525236891000
"-- ending hand #47 --",2025-12-09T03:52:42.895Z,176525236289503
"""failing235 @ -b3KrGCTsz"" collected 400 from pot with Two Pair, A's & K's (combination: A♦, A♣, K♦, K♠, 5♦)",2025-12-09T03:52:42.895Z,176525236289502
"""failing235 @ -b3KrGCTsz"" shows a K♦, 4♠.",2025-12-09T03:52:42.895Z,176525236289501
"""Nate Higgers @ s9p1qZMXYl"" shows a 4♥, 9♦.",2025-12-09T03:52:42.895Z,176525236289500
"""failing235 @ -b3KrGCTsz"" calls 100",2025-12-09T03:52:42.065Z,176525236206500
"""Nate Higgers @ s9p1qZMXYl"" bets 100",2025-12-09T03:52:41.193Z,176525236119300
"River: A♦, A♣, 5♦, K♠ [2♠]",2025-12-09T03:52:37.442Z,176525235744200
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:52:36.628Z,176525235662800
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:52:35.723Z,176525235572300
"Turn: A♦, A♣, 5♦ [K♠]",2025-12-09T03:52:34.487Z,176525235448700
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:52:33.667Z,176525235366700
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:52:32.784Z,176525235278400
"Flop:  [A♦, A♣, 5♦]",2025-12-09T03:52:29.875Z,176525234987500
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:52:29.045Z,176525234904500
"""failing235 @ -b3KrGCTsz"" calls 100",2025-12-09T03:52:27.676Z,176525234767600
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:52:25.076Z,176525234507605
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:52:25.076Z,176525234507604
"Your hand is 4♥, 9♦",2025-12-09T03:52:25.076Z,176525234507603
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4150) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15850)",2025-12-09T03:52:25.076Z,176525234507601
"-- starting hand #47 (id: meati8qg7dsg)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:52:25.076Z,176525234507600
"""Nate Higgers @ s9p1qZMXYl"" shows a 8♠.",2025-12-09T03:52:22.584Z,176525234258400
"""failing235 @ -b3KrGCTsz"" shows a 3♦.",2025-12-09T03:52:22.230Z,176525234223000
"-- ending hand #46 --",2025-12-09T03:52:20.744Z,176525234074402
"""failing235 @ -b3KrGCTsz"" collected 200 from pot",2025-12-09T03:52:20.744Z,176525234074401
