entry,at,order
"""Nate Higgers @ s9p1qZMXYl"" collected 40 from pot",2025-12-09T03:45:11.173Z,176525191117301
"Uncalled bet of 35 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:45:11.173Z,176525191117300
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:45:10.300Z,176525191030000
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:45:09.145Z,176525190914500
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:45:05.369Z,176525190536905
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:45:05.369Z,176525190536904
"Your hand is 5♣, K♣",2025-12-09T03:45:05.369Z,176525190536903
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1280) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6720)",2025-12-09T03:45:05.369Z,176525190536901
"-- starting hand #31 (id: wphl1ynegykx)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:45:05.369Z,176525190536900
"-- ending hand #30 --",2025-12-09T03:44:59.309Z,176525189930902
"""Nate Higgers @ s9p1qZMXYl"" collected 40 from pot with Flush, Kh High (combination: K♥, 10♥, 7♥, 6♥, 4♥)",2025-12-09T03:44:59.309Z,176525189930901
"""Nate Higgers @ s9p1qZMXYl"" shows a 5♣, 4♥.",2025-12-09T03:44:59.309Z,176525189930900
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:44:58.471Z,176525189847100
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:44:57.572Z,176525189757200
"River: K♥, 10♥, 7♥, 7♦ [6♥]",2025-12-09T03:44:53.024Z,176525189302400
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:44:52.197Z,176525189219700
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:44:51.327Z,176525189132700
"Turn: K♥, 10♥, 7♥ [7♦]",2025-12-09T03:44:49.688Z,176525188968800
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:44:48.873Z,176525188887300
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:44:48.005Z,176525188800500
"Flop:  [K♥, 10♥, 7♥]",2025-12-09T03:44:46.017Z,176525188601700
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:44:45.151Z,176525188515100
"""failing235 @ -b3KrGCTsz"" calls 20",2025-12-09T03:44:43.293Z,176525188329300
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:44:34.919Z,176525187491905
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:44:34.919Z,176525187491904
"Your hand is 5♣, 4♥",2025-12-09T03:44:34.919Z,176525187491903
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1300) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6700)",2025-12-09T03:44:34.919Z,176525187491901
"-- starting hand #30 (id: 7knfulyw8kyt)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:44:34.919Z,176525187491900
"""Nate Higgers @ s9p1qZMXYl"" shows a 6♠.",2025-12-09T03:44:30.792Z,176525187079200
"-- ending hand #29 --",2025-12-09T03:44:28.409Z,176525186840902
"""failing235 @ -b3KrGCTsz"" collected 400 from pot with Two Pair, 10's & 2's (combination: 10♥, 10♦, 2♠, 2♥, A♣)",2025-12-09T03:44:28.409Z,176525186840901
"""failing235 @ -b3KrGCTsz"" shows a 10♥, A♣.",2025-12-09T03:44:28.409Z,176525186840900
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:44:27.588Z,176525186758800
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:44:25.755Z,176525186575500
"River: 2♠, 8♦, 2♥, 10♦ [6♥]",2025-12-09T03:44:25.369Z,176525186536900
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:44:24.518Z,176525186451800
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:44:23.205Z,176525186320500
"Turn: 2♠, 8♦, 2♥ [10♦]",2025-12-09T03:44:22.449Z,176525186244900
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:44:21.605Z,176525186160500
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:44:20.654Z,176525186065400
"Flop:  [2♠, 8♦, 2♥]",2025-12-09T03:44:18.359Z,176525185835900
"""Nate Higgers @ s9p1qZMXYl"" calls 200",2025-12-09T03:44:17.527Z,176525185752700
"""failing235 @ -b3KrGCTsz"" raises to 200",2025-12-09T03:44:15.285Z,176525185528500
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:44:12.051Z,176525185205100
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:44:06.642Z,176525184664205
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:44:06.642Z,176525184664204
"Your hand is Q♠, 6♠",2025-12-09T03:44:06.642Z,176525184664203
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1100) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6900)",2025-12-09T03:44:06.642Z,176525184664201
"-- starting hand #29 (id: a91vijsxhcqg)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:44:06.642Z,176525184664200
"""failing235 @ -b3KrGCTsz"" shows a 3♦.",2025-12-09T03:44:02.798Z,176525184279800
"""failing235 @ -b3KrGCTsz"" shows a 3♣.",2025-12-09T03:44:02.739Z,176525184273900
"""Nate Higgers @ s9p1qZMXYl"" shows a 2♠.",2025-12-09T03:44:01.608Z,176525184160800
"Undealt cards:  [2♣, 5♠, 8♣, 10♦, Q♠]",2025-12-09T03:43:59.797Z,176525183979700
"-- ending hand #28 --",2025-12-09T03:43:59.339Z,176525183933902
"""failing235 @ -b3KrGCTsz"" collected 40 from pot",2025-12-09T03:43:59.339Z,176525183933901
"Uncalled bet of 50 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:43:59.339Z,176525183933900
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:43:58.535Z,176525183853500
"""failing235 @ -b3KrGCTsz"" raises to 70",2025-12-09T03:43:56.585Z,176525183658500
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:43:53.737Z,176525183373705
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:43:53.737Z,176525183373704
"Your hand is 10♥, 2♠",2025-12-09T03:43:53.737Z,176525183373703
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1080) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6920)",2025-12-09T03:43:53.737Z,176525183373701
"-- starting hand #28 (id: u3k6otwwv1mt)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:43:53.737Z,176525183373700
"""Nate Higgers @ s9p1qZMXYl"" shows a 8♦.",2025-12-09T03:43:49.965Z,176525182996500
"""failing235 @ -b3KrGCTsz"" shows a 2♣.",2025-12-09T03:43:48.976Z,176525182897600
"Undealt cards:  [9♦, K♠, 2♦, 8♠, J♥]",2025-12-09T03:43:48.050Z,176525182805000
"-- ending hand #27 --",2025-12-09T03:43:46.410Z,176525182641002
"""Nate Higgers @ s9p1qZMXYl"" collected 40 from pot",2025-12-09T03:43:46.410Z,176525182641001
"Uncalled bet of 35 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:43:46.410Z,176525182641000
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:43:45.566Z,176525182556600
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:43:43.128Z,176525182312800
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:43:39.704Z,176525181970405
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:43:39.704Z,176525181970404
"Your hand is A♣, 8♦",2025-12-09T03:43:39.704Z,176525181970403
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1100) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6900)",2025-12-09T03:43:39.704Z,176525181970401
"-- starting hand #27 (id: mrfkvanawupz)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:43:39.704Z,176525181970400
"""failing235 @ -b3KrGCTsz"" shows a Q♥.",2025-12-09T03:43:34.744Z,176525181474400
"-- ending hand #26 --",2025-12-09T03:43:33.197Z,176525181319702
"""Nate Higgers @ s9p1qZMXYl"" collected 880 from pot with Two Pair, K's & J's (combination: K♣, K♠, J♣, J♦, Q♦)",2025-12-09T03:43:33.197Z,176525181319701
"""Nate Higgers @ s9p1qZMXYl"" shows a K♣, 4♦.",2025-12-09T03:43:33.197Z,176525181319700
"""failing235 @ -b3KrGCTsz"" calls 300",2025-12-09T03:43:32.360Z,176525181236000
"""Nate Higgers @ s9p1qZMXYl"" bets 300",2025-12-09T03:43:31.473Z,176525181147300
"River: J♣, 7♥, J♦, K♠ [Q♦]",2025-12-09T03:43:24.359Z,176525180435900
"""failing235 @ -b3KrGCTsz"" calls 70",2025-12-09T03:43:23.548Z,176525180354800
"""Nate Higgers @ s9p1qZMXYl"" bets 70",2025-12-09T03:43:22.687Z,176525180268700
"Turn: J♣, 7♥, J♦ [K♠]",2025-12-09T03:43:16.910Z,176525179691000
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:43:16.105Z,176525179610500
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:43:13.292Z,176525179329200
"Flop:  [J♣, 7♥, J♦]",2025-12-09T03:43:11.704Z,176525179170400
"""Nate Higgers @ s9p1qZMXYl"" calls 70",2025-12-09T03:43:10.890Z,176525179089000
"""failing235 @ -b3KrGCTsz"" raises to 70",2025-12-09T03:43:08.432Z,176525178843200
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:43:04.976Z,176525178497605
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:43:04.976Z,176525178497604
"Your hand is K♣, 4♦",2025-12-09T03:43:04.976Z,176525178497603
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1540) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6460)",2025-12-09T03:43:04.976Z,176525178497601
"-- starting hand #26 (id: 2nkimmg8x5bg)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:43:04.976Z,176525178497600
"""failing235 @ -b3KrGCTsz"" shows a K♦.",2025-12-09T03:43:01.367Z,176525178136700
"Undealt cards: 8♥, 4♣, 7♦, 4♠ [K♣]",2025-12-09T03:42:59.228Z,176525177922800
"""Nate Higgers @ s9p1qZMXYl"" shows a 7♥.",2025-12-09T03:42:58.341Z,176525177834100
"-- ending hand #25 --",2025-12-09T03:42:57.662Z,176525177766202
"""failing235 @ -b3KrGCTsz"" collected 600 from pot",2025-12-09T03:42:57.662Z,176525177766201
"Uncalled bet of 940 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:42:57.662Z,176525177766200
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:42:56.851Z,176525177685100
"""failing235 @ -b3KrGCTsz"" bets 940 and go all in",2025-12-09T03:42:53.313Z,176525177331300
"Turn: 8♥, 4♣, 7♦ [4♠]",2025-12-09T03:42:47.758Z,176525176775800
"""Nate Higgers @ s9p1qZMXYl"" calls 120",2025-12-09T03:42:46.947Z,176525176694700
"""failing235 @ -b3KrGCTsz"" bets 120",2025-12-09T03:42:44.195Z,176525176419500
"Flop:  [8♥, 4♣, 7♦]",2025-12-09T03:42:40.954Z,176525176095400
"""Nate Higgers @ s9p1qZMXYl"" calls 180",2025-12-09T03:42:40.127Z,176525176012700
"""failing235 @ -b3KrGCTsz"" raises to 180",2025-12-09T03:42:37.280Z,176525175728000
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:42:35.349Z,176525175534900
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:42:31.635Z,176525175163505
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:42:31.635Z,176525175163504
"Your hand is 7♥, 6♣",2025-12-09T03:42:31.635Z,176525175163503
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1240) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6760)",2025-12-09T03:42:31.635Z,176525175163501
"-- starting hand #25 (id: 2p4lv6qeqjoh)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:42:31.635Z,176525175163500
"""failing235 @ -b3KrGCTsz"" shows a 3♥.",2025-12-09T03:42:26.494Z,176525174649400
"""failing235 @ -b3KrGCTsz"" shows a 5♦.",2025-12-09T03:42:26.457Z,176525174645700
"Undealt cards:  [6♥, K♥, 6♠, 5♥, 2♣]",2025-12-09T03:42:25.668Z,176525174566800
"""Nate Higgers @ s9p1qZMXYl"" shows a Q♠, J♠.",2025-12-09T03:42:25.101Z,176525174510100
"-- ending hand #24 --",2025-12-09T03:42:24.312Z,176525174431202
"""Nate Higgers @ s9p1qZMXYl"" collected 20 from pot",2025-12-09T03:42:24.312Z,176525174431201
"Uncalled bet of 10 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:42:24.312Z,176525174431200
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:42:23.492Z,176525174349200
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:42:21.338Z,176525174133805
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:42:21.338Z,176525174133804
"Your hand is Q♠, J♠",2025-12-09T03:42:21.338Z,176525174133803
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1250) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6750)",2025-12-09T03:42:21.338Z,176525174133801
"-- starting hand #24 (id: brcztsbkchhy)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:42:21.338Z,176525174133800
"Undealt cards: 2♦, 4♦, 6♣ [Q♦, K♠]",2025-12-09T03:42:15.639Z,176525173563900
"""failing235 @ -b3KrGCTsz"" shows a Q♣.",2025-12-09T03:42:15.486Z,176525173548600
"""Nate Higgers @ s9p1qZMXYl"" shows a 10♥, 10♣.",2025-12-09T03:42:14.872Z,176525173487200
"-- ending hand #23 --",2025-12-09T03:42:14.033Z,176525173403302
"""Nate Higgers @ s9p1qZMXYl"" collected 110 from pot",2025-12-09T03:42:14.033Z,176525173403301
"Uncalled bet of 55 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:42:14.033Z,176525173403300
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:42:13.227Z,176525173322700
"""Nate Higgers @ s9p1qZMXYl"" bets 55",2025-12-09T03:42:11.036Z,176525173103600
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:42:04.595Z,176525172459500
"Flop:  [2♦, 4♦, 6♣]",2025-12-09T03:42:02.886Z,176525172288600
"""failing235 @ -b3KrGCTsz"" calls 55",2025-12-09T03:42:01.831Z,176525172183100
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:42:00.254Z,176525172025400
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:41:56.316Z,176525171631605
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:41:56.316Z,176525171631604
"Your hand is 10♥, 10♣",2025-12-09T03:41:56.316Z,176525171631603
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1305) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6695)",2025-12-09T03:41:56.316Z,176525171631601
"-- starting hand #23 (id: szh64oaaaco1)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:41:56.316Z,176525171631600
"""failing235 @ -b3KrGCTsz"" shows a 7♣.",2025-12-09T03:41:52.483Z,176525171248300
"""failing235 @ -b3KrGCTsz"" shows a 10♠.",2025-12-09T03:41:52.414Z,176525171241400
"Undealt cards:  [10♦, K♥, 8♣, 5♦, 8♦]",2025-12-09T03:41:50.755Z,176525171075500
"""Nate Higgers @ s9p1qZMXYl"" shows a J♣, J♠.",2025-12-09T03:41:50.144Z,176525171014400
"-- ending hand #22 --",2025-12-09T03:41:48.963Z,176525170896302
"""Nate Higgers @ s9p1qZMXYl"" collected 20 from pot",2025-12-09T03:41:48.963Z,176525170896301
"Uncalled bet of 10 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:41:48.963Z,176525170896300
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:41:48.106Z,176525170810600
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:41:44.890Z,176525170489005
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:41:44.890Z,176525170489004
"Your hand is J♣, J♠",2025-12-09T03:41:44.890Z,176525170489003
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1315) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6685)",2025-12-09T03:41:44.890Z,176525170489001
"-- starting hand #22 (id: mskbyfxpun2t)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:41:44.890Z,176525170489000
"-- ending hand #21 --",2025-12-09T03:41:38.887Z,176525169888702
"""Nate Higgers @ s9p1qZMXYl"" collected 3700 from pot with Flush, As High (combination: A♠, Q♠, J♠, 8♠, 3♠)",2025-12-09T03:41:38.887Z,176525169888701
"""Nate Higgers @ s9p1qZMXYl"" shows a Q♠, J♠.",2025-12-09T03:41:38.887Z,176525169888700
"""failing235 @ -b3KrGCTsz"" calls 1100",2025-12-09T03:41:38.042Z,176525169804200
"""Nate Higgers @ s9p1qZMXYl"" bets 1100",2025-12-09T03:41:19.475Z,176525167947500
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:41:07.296Z,176525166729600
"River: 4♣, 8♠, 3♠, A♠ [Q♦]",2025-12-09T03:41:03.533Z,176525166353300
"""Nate Higgers @ s9p1qZMXYl"" calls 450",2025-12-09T03:41:02.723Z,176525166272300
"""failing235 @ -b3KrGCTsz"" bets 450",2025-12-09T03:40:56.796Z,176525165679600
"Turn: 4♣, 8♠, 3♠ [A♠]",2025-12-09T03:40:52.555Z,176525165255500
"""Nate Higgers @ s9p1qZMXYl"" calls 120",2025-12-09T03:40:51.710Z,176525165171000
"""failing235 @ -b3KrGCTsz"" bets 120",2025-12-09T03:40:39.937Z,176525163993700
"Flop:  [4♣, 8♠, 3♠]",2025-12-09T03:40:36.146Z,176525163614600
"""Nate Higgers @ s9p1qZMXYl"" calls 180",2025-12-09T03:40:35.275Z,176525163527500
"""failing235 @ -b3KrGCTsz"" raises to 180",2025-12-09T03:40:29.720Z,176525162972000
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:40:26.263Z,176525162626300
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:40:23.969Z,176525162396905
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:40:23.969Z,176525162396904
"Your hand is Q♠, J♠",2025-12-09T03:40:23.969Z,176525162396903
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3165) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4835)",2025-12-09T03:40:23.969Z,176525162396901
"-- starting hand #21 (id: gw1y0bjnbdbp)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:40:23.969Z,176525162396900
"""Nate Higgers @ s9p1qZMXYl"" shows a 3♠, 5♠.",2025-12-09T03:40:22.101Z,176525162210100
"Undealt cards:  [3♣, 5♣, 8♥, 9♦, 10♠]",2025-12-09T03:40:19.579Z,176525161957900
"-- ending hand #20 --",2025-12-09T03:40:17.362Z,176525161736202
"""Nate Higgers @ s9p1qZMXYl"" collected 20 from pot",2025-12-09T03:40:17.362Z,176525161736201
"Uncalled bet of 10 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:40:17.362Z,176525161736200
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:40:16.551Z,176525161655100
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:40:11.926Z,176525161192605
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:40:11.926Z,176525161192604
"Your hand is 3♠, 5♠",2025-12-09T03:40:11.926Z,176525161192603
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3175) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4825)",2025-12-09T03:40:11.926Z,176525161192601
"-- starting hand #20 (id: r8utskztq3hw)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:40:11.926Z,176525161192600
"""Nate Higgers @ s9p1qZMXYl"" shows a 8♣.",2025-12-09T03:40:09.672Z,176525160967200
"""failing235 @ -b3KrGCTsz"" shows a 6♠.",2025-12-09T03:40:08.251Z,176525160825100
"-- ending hand #19 --",2025-12-09T03:40:07.617Z,176525160761702
"""Nate Higgers @ s9p1qZMXYl"" collected 150 from pot",2025-12-09T03:40:07.617Z,176525160761701
"Uncalled bet of 200 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:40:07.617Z,176525160761700
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:40:06.798Z,176525160679800
"""Nate Higgers @ s9p1qZMXYl"" bets 200",2025-12-09T03:39:57.109Z,176525159710900
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:39:50.478Z,176525159047800
"River: J♦, 8♥, 6♣, Q♥ [A♣]",2025-12-09T03:39:50.143Z,176525159014300
"""failing235 @ -b3KrGCTsz"" calls 20",2025-12-09T03:39:49.330Z,176525158933000
"""Nate Higgers @ s9p1qZMXYl"" bets 20",2025-12-09T03:39:48.451Z,176525158845100
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:39:42.757Z,176525158275700
"Turn: J♦, 8♥, 6♣ [Q♥]",2025-12-09T03:39:42.688Z,176525158268800
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:39:41.883Z,176525158188300
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:39:39.607Z,176525157960700
"Flop:  [J♦, 8♥, 6♣]",2025-12-09T03:39:38.933Z,176525157893300
"""failing235 @ -b3KrGCTsz"" calls 55",2025-12-09T03:39:38.090Z,176525157809000
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:39:36.271Z,176525157627100
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:39:33.729Z,176525157372905
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:39:33.729Z,176525157372904
"Your hand is 8♣, J♣",2025-12-09T03:39:33.729Z,176525157372903
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3250) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4750)",2025-12-09T03:39:33.729Z,176525157372901
"-- starting hand #19 (id: lr9kxhb09zw9)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:39:33.729Z,176525157372900
"Undealt cards:  [K♣, 3♠, Q♠, J♣, 7♦]",2025-12-09T03:39:30.795Z,176525157079500
"""Nate Higgers @ s9p1qZMXYl"" shows a 4♠, 6♥.",2025-12-09T03:39:29.871Z,176525156987100
"""failing235 @ -b3KrGCTsz"" shows a A♣, A♦.",2025-12-09T03:39:27.554Z,176525156755400
"-- ending hand #18 --",2025-12-09T03:39:26.423Z,176525156642302
"""failing235 @ -b3KrGCTsz"" collected 40 from pot",2025-12-09T03:39:26.423Z,176525156642301
"Uncalled bet of 50 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:39:26.423Z,176525156642300
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:39:25.576Z,176525156557600
"""failing235 @ -b3KrGCTsz"" raises to 70",2025-12-09T03:39:22.122Z,176525156212200
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:39:20.367Z,176525156036705
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:39:20.367Z,176525156036704
"Your hand is 4♠, 6♥",2025-12-09T03:39:20.367Z,176525156036703
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3230) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4770)",2025-12-09T03:39:20.367Z,176525156036701
"-- starting hand #18 (id: at4xirsjvu1z)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:39:20.367Z,176525156036700
"-- ending hand #17 --",2025-12-09T03:39:14.318Z,176525155431802
"""failing235 @ -b3KrGCTsz"" collected 110 from pot with Pair, A's (combination: A♠, A♥, Q♦, 10♣, 8♦)",2025-12-09T03:39:14.318Z,176525155431801
"""failing235 @ -b3KrGCTsz"" shows a 4♥, A♠.",2025-12-09T03:39:14.318Z,176525155431800
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:39:13.489Z,176525155348900
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:39:08.765Z,176525154876500
"River: Q♦, 8♦, 7♥, 10♣ [A♥]",2025-12-09T03:39:07.563Z,176525154756300
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:39:06.712Z,176525154671200
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:39:04.187Z,176525154418700
"Turn: Q♦, 8♦, 7♥ [10♣]",2025-12-09T03:39:02.862Z,176525154286200
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:39:02.001Z,176525154200100
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:39:00.066Z,176525154006600
"Flop:  [Q♦, 8♦, 7♥]",2025-12-09T03:38:58.454Z,176525153845400
"""failing235 @ -b3KrGCTsz"" calls 55",2025-12-09T03:38:57.594Z,176525153759400
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:38:56.250Z,176525153625000
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:38:53.449Z,176525153344905
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:38:53.449Z,176525153344904
"Your hand is K♠, 6♠",2025-12-09T03:38:53.449Z,176525153344903
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3175) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4825)",2025-12-09T03:38:53.449Z,176525153344901
"-- starting hand #17 (id: xrirywwywwmy)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:38:53.449Z,176525153344900
"""failing235 @ -b3KrGCTsz"" shows a K♦, 7♥.",2025-12-09T03:38:49.252Z,176525152925200
"-- ending hand #16 --",2025-12-09T03:38:46.935Z,176525152693502
"""Nate Higgers @ s9p1qZMXYl"" collected 290 from pot with Two Pair, Q's & 3's (combination: Q♣, Q♦, 3♠, 3♥, 10♥)",2025-12-09T03:38:46.935Z,176525152693501
"""Nate Higgers @ s9p1qZMXYl"" shows a 3♠, 7♠.",2025-12-09T03:38:46.935Z,176525152693500
"""failing235 @ -b3KrGCTsz"" calls 75",2025-12-09T03:38:46.123Z,176525152612300
